,data_0x,data_3x,data_5x,data_10x
1,8,0.0,0.0,0.0
2,29,23.0,0.0,0.0
3,31,0.0,0.0,0.0
4,18,0.0,0.0,0.0
5,28,0.0,0.0,0.0
6,25,0.0,0.0,0.0
7,19,0.0,0.0,0.0
8,17,0.0,0.0,0.0
9,25,0.0,0.0,0.0
10,31,0.0,0.0,0.0
11,40,0.0,0.0,0.0
12,0,16.0,0.0,0.0
13,21,0.0,0.0,0.0
14,25,0.0,0.0,0.0
15,21,0.0,0.0,0.0
16,68,4.0,0.0,0.0
17,27,0.0,0.0,0.0
18,19,0.0,0.0,0.0
19,80,0.0,0.0,0.0
20,16,0.0,0.0,0.0
21,43,0.0,0.0,0.0
22,51,37.0,0.0,0.0
23,28,0.0,0.0,0.0
24,18,0.0,0.0,0.0
25,27,13.0,23.0,0.0
26,14,0.0,0.0,0.0
27,20,0.0,0.0,0.0
28,13,0.0,0.0,0.0
29,13,0.0,0.0,0.0
30,18,0.0,0.0,0.0
31,8,0.0,0.0,0.0
32,9,0.0,0.0,0.0
33,48,0.0,0.0,0.0
34,20,0.0,0.0,0.0
35,13,0.0,0.0,0.0
36,21,0.0,0.0,0.0
37,45,0.0,0.0,0.0
38,43,0.0,0.0,0.0
39,26,0.0,0.0,0.0
40,7,0.0,0.0,0.0
41,26,0.0,0.0,0.0
42,34,15.0,24.0,0.0
43,22,0.0,0.0,0.0
44,17,0.0,0.0,0.0
45,32,0.0,0.0,0.0
46,18,0.0,0.0,0.0
47,43,7.0,11.0,0.0
48,32,0.0,0.0,0.0
49,13,0.0,0.0,0.0
50,23,0.0,0.0,0.0
51,22,0.0,0.0,0.0
52,30,0.0,0.0,0.0
53,34,0.0,0.0,0.0
54,29,0.0,0.0,0.0
55,15,0.0,0.0,0.0
56,47,0.0,0.0,0.0
57,13,0.0,0.0,0.0
58,35,24.0,0.0,0.0
59,72,0.0,0.0,0.0
60,9,0.0,0.0,0.0
61,12,0.0,0.0,0.0
62,24,0.0,0.0,0.0
63,12,0.0,0.0,0.0
64,33,0.0,0.0,0.0
65,41,0.0,0.0,0.0
66,48,22.0,0.0,0.0
67,39,0.0,0.0,0.0
68,26,0.0,0.0,0.0
69,47,9.0,0.0,0.0
70,27,0.0,0.0,0.0
71,13,0.0,0.0,0.0
72,22,0.0,0.0,0.0
73,12,0.0,0.0,0.0
74,9,0.0,0.0,0.0
