,data_0x,data_3x,data_5x,data_10x
1,43.0,0,0.0,0.0
2,0.0,0,0.0,0.0
3,43.0,0,0.0,0.0
4,41.0,0,0.0,0.0
5,0.0,0,0.0,0.0
6,0.0,0,0.0,0.0
7,0.0,0,0.0,0.0
8,39.0,0,0.0,0.0
9,50.0,0,0.0,0.0
10,83.0,0,0.0,0.0
11,0.0,0,0.0,0.0
12,68.0,0,0.0,0.0
13,86.0,0,0.0,0.0
14,52.0,0,0.0,0.0
15,34.0,0,0.0,0.0
16,74.0,0,0.0,0.0
17,38.0,0,0.0,0.0
18,0.0,0,0.0,0.0
19,13.0,0,0.0,0.0
20,0.0,32,0.0,0.0
21,0.0,0,0.0,0.0
22,0.0,0,0.0,0.0
23,0.0,28,0.0,0.0
24,57.0,0,0.0,0.0
25,52.0,0,0.0,0.0
26,0.0,0,0.0,0.0
27,0.0,0,0.0,0.0
28,64.0,0,0.0,0.0
29,56.0,0,0.0,0.0
30,0.0,0,0.0,0.0
31,0.0,0,0.0,0.0
32,73.0,0,0.0,0.0
33,73.0,0,0.0,0.0
34,0.0,43,0.0,0.0
35,36.0,0,0.0,0.0
36,56.0,0,0.0,0.0
37,0.0,51,0.0,0.0
38,0.0,0,0.0,0.0
39,21.0,0,0.0,0.0
40,13.0,0,0.0,0.0
41,0.0,13,75.0,0.0
42,76.0,0,0.0,0.0
43,27.0,0,0.0,0.0
44,52.0,0,0.0,0.0
45,0.0,51,0.0,0.0
46,28.0,0,0.0,0.0
47,78.0,0,0.0,0.0
48,0.0,0,0.0,0.0
49,44.0,0,0.0,0.0
50,88.0,0,0.0,0.0
51,50.0,0,0.0,0.0
52,0.0,0,0.0,0.0
53,0.0,0,0.0,0.0
54,69.0,0,0.0,0.0
55,31.0,0,0.0,0.0
56,24.0,0,0.0,0.0
57,0.0,0,0.0,0.0
58,0.0,0,0.0,0.0
59,12.0,0,0.0,0.0
60,0.0,0,0.0,0.0
61,29.0,0,0.0,0.0
62,0.0,0,0.0,0.0
63,40.0,0,0.0,0.0
64,42.0,0,0.0,0.0
65,85.0,0,0.0,0.0
