,data_0x,data_3x,data_5x,data_10x
1,7,0.0,0.0,0.0
2,0,28.0,67.0,0.0
3,22,0.0,0.0,0.0
4,0,41.0,59.0,0.0
5,70,38.0,0.0,0.0
6,6,0.0,0.0,0.0
7,4,0.0,0.0,0.0
8,2,0.0,0.0,0.0
9,2,0.0,0.0,0.0
10,0,55.0,65.0,0.0
11,74,38.0,48.0,0.0
12,0,30.0,88.0,0.0
13,4,0.0,0.0,0.0
14,15,0.0,0.0,0.0
15,13,0.0,0.0,0.0
16,9,0.0,0.0,0.0
17,74,29.0,0.0,0.0
18,2,0.0,0.0,0.0
19,8,0.0,0.0,0.0
20,0,10.0,24.0,89.0
21,62,27.0,0.0,0.0
22,31,0.0,0.0,0.0
23,6,0.0,0.0,0.0
24,6,0.0,0.0,0.0
25,5,0.0,0.0,0.0
26,7,0.0,0.0,0.0
27,5,0.0,0.0,0.0
28,3,0.0,0.0,0.0
29,2,0.0,0.0,0.0
30,0,42.0,59.0,0.0
31,3,0.0,0.0,0.0
32,21,0.0,0.0,0.0
33,0,40.0,66.0,0.0
34,43,0.0,0.0,0.0
35,5,0.0,0.0,0.0
36,7,0.0,0.0,0.0
37,0,19.0,69.0,0.0
38,10,0.0,0.0,0.0
39,14,0.0,0.0,0.0
40,0,17.0,56.0,0.0
41,48,19.0,0.0,0.0
42,37,0.0,0.0,0.0
43,12,0.0,0.0,0.0
44,11,0.0,0.0,0.0
45,50,34.0,0.0,0.0
46,0,34.0,70.0,0.0
47,7,0.0,0.0,0.0
48,44,12.0,28.0,0.0
49,19,0.0,0.0,0.0
50,99,28.0,0.0,0.0
51,12,0.0,0.0,0.0
52,12,0.0,0.0,0.0
53,4,0.0,0.0,0.0
54,5,0.0,0.0,0.0
55,11,0.0,0.0,0.0
56,0,18.0,94.0,0.0
57,0,31.0,56.0,0.0
58,3,0.0,0.0,0.0
59,0,19.0,62.0,0.0
60,31,0.0,0.0,0.0
61,32,28.0,0.0,0.0
62,0,7.0,21.0,88.0
63,28,11.0,0.0,0.0
64,10,0.0,0.0,0.0
65,12,0.0,0.0,0.0
66,5,0.0,0.0,0.0
67,22,0.0,0.0,0.0
68,27,0.0,0.0,0.0
69,11,0.0,0.0,0.0
70,3,0.0,0.0,0.0
71,5,0.0,0.0,0.0
72,12,0.0,0.0,0.0
73,2,0.0,0.0,0.0
