,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
61,5.0,0.0,0.0,10.0,0.0,0.0,80.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,80.0,10.0,20.0,0.0,20.0,10.0,5.0,20.0,10.0,20.0,10.0,0.0,20.0,0.0,10.0,0.0,0.0,10.0,40.0,20.0,20.0,10.0,10.0,0.0,10.0,10.0,10.0,20.0,10.0,0.0,40.0,10.0
62,10.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,20.0,0.0,20.0,20.0,10.0,80.0,20.0,40.0,10.0,0.0,10.0,0.0,20.0,0.0,0.0,10.0,10.0,40.0,20.0,20.0,10.0,0.0,20.0,20.0,10.0,10.0,10.0,0.0,10.0,20.0
63,20.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,20.0,20.0,20.0,0.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,0.0,20.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,40.0,10.0,0.0,10.0,40.0,20.0,10.0,20.0,0.0,20.0,40.0
64,10.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,80.0,30.0,10.0,0.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,20.0,0.0,20.0,10.0,10.0,10.0,10.0,0.0,10.0,20.0
65,10.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,-15.0,20.0,40.0,0.0,10.0,10.0,20.0,20.0,10.0,10.0,40.0,0.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,20.0,20.0,10.0,40.0,0.0,40.0,10.0,0.0,10.0,20.0,0.0,10.0,10.0
66,10.0,0.0,0.0,40.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,-30.0,10.0,40.0,0.0,20.0,10.0,10.0,10.0,20.0,20.0,10.0,0.0,10.0,0.0,80.0,0.0,0.0,10.0,10.0,10.0,40.0,10.0,10.0,0.0,10.0,10.0,0.0,20.0,40.0,0.0,20.0,10.0
67,20.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,-60.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,20.0,80.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,20.0,10.0,10.0,10.0,0.0,40.0,10.0,0.0,40.0,10.0,0.0,10.0,20.0
68,40.0,0.0,0.0,10.0,0.0,0.0,20.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,-90.0,20.0,10.0,0.0,10.0,20.0,10.0,10.0,80.0,10.0,10.0,0.0,40.0,0.0,20.0,0.0,0.0,20.0,20.0,10.0,10.0,10.0,20.0,0.0,40.0,10.0,0.0,10.0,10.0,0.0,20.0,10.0
69,20.0,0.0,0.0,20.0,0.0,0.0,20.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,-360.0,20.0,10.0,0.0,10.0,10.0,20.0,10.0,10.0,10.0,20.0,0.0,40.0,0.0,40.0,0.0,0.0,40.0,10.0,20.0,40.0,20.0,20.0,0.0,20.0,10.0,0.0,10.0,10.0,0.0,80.0,10.0
70,10.0,0.0,0.0,40.0,0.0,0.0,20.0,20.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,-360.0,80.0,10.0,0.0,20.0,20.0,40.0,10.0,10.0,10.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,40.0,40.0,10.0,10.0,0.0,10.0,20.0,0.0,10.0,40.0,0.0,10.0,10.0
71,20.0,0.0,0.0,10.0,0.0,0.0,20.0,40.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,-180.0,20.0,10.0,0.0,10.0,40.0,10.0,20.0,10.0,10.0,10.0,0.0,20.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,20.0,20.0,0.0,20.0,10.0,0.0,40.0,40.0,0.0,10.0,10.0
72,80.0,0.0,0.0,20.0,0.0,0.0,40.0,10.0,0.0,80.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,-360.0,10.0,20.0,0.0,0.0,10.0,10.0,20.0,20.0,10.0,10.0,0.0,20.0,0.0,10.0,0.0,0.0,20.0,20.0,10.0,10.0,40.0,10.0,0.0,40.0,10.0,0.0,40.0,10.0,0.0,10.0,20.0
73,10.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,-720.0,20.0,10.0,0.0,0.0,10.0,20.0,10.0,80.0,10.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,20.0,5.0,40.0,20.0,10.0,10.0,0.0,40.0,20.0,0.0,10.0,10.0,0.0,20.0,40.0
74,10.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,-1440.0,40.0,20.0,0.0,0.0,20.0,10.0,20.0,20.0,20.0,10.0,0.0,20.0,0.0,20.0,0.0,0.0,20.0,10.0,40.0,40.0,10.0,20.0,0.0,10.0,80.0,0.0,10.0,10.0,0.0,80.0,10.0
75,15.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,-1080.0,10.0,40.0,0.0,0.0,40.0,10.0,40.0,10.0,10.0,10.0,0.0,40.0,0.0,20.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,40.0,0.0,20.0,10.0,0.0,20.0,20.0,0.0,10.0,20.0
76,0.0,0.0,0.0,20.0,0.0,0.0,20.0,10.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,-2160.0,10.0,20.0,0.0,0.0,10.0,5.0,10.0,20.0,20.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,20.0,40.0,10.0,10.0,0.0,20.0,10.0,0.0,10.0,10.0,0.0,10.0,20.0
77,0.0,0.0,0.0,10.0,0.0,0.0,20.0,10.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,-4320.0,20.0,10.0,0.0,0.0,10.0,0.0,20.0,10.0,10.0,10.0,0.0,10.0,0.0,20.0,0.0,0.0,20.0,0.0,40.0,80.0,10.0,10.0,0.0,10.0,10.0,0.0,40.0,10.0,0.0,20.0,10.0
78,0.0,0.0,0.0,20.0,0.0,0.0,40.0,20.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,-8640.0,40.0,10.0,0.0,0.0,20.0,0.0,10.0,20.0,20.0,20.0,0.0,20.0,0.0,10.0,0.0,0.0,10.0,0.0,20.0,10.0,20.0,10.0,0.0,20.0,10.0,0.0,40.0,10.0,0.0,10.0,20.0
79,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,-17280.0,10.0,10.0,0.0,0.0,10.0,0.0,20.0,10.0,40.0,40.0,0.0,10.0,0.0,5.0,0.0,0.0,20.0,0.0,10.0,20.0,10.0,10.0,0.0,40.0,20.0,0.0,20.0,10.0,0.0,10.0,10.0
80,0.0,0.0,0.0,5.0,0.0,0.0,10.0,20.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,-25920.0,20.0,10.0,0.0,0.0,20.0,0.0,20.0,20.0,10.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0
81,0.0,0.0,0.0,10.0,0.0,0.0,10.0,40.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,-51840.0,10.0,20.0,0.0,0.0,10.0,0.0,40.0,40.0,10.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,40.0,10.0,0.0,20.0,10.0,0.0,20.0,10.0,0.0,10.0,10.0
82,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,-207360.0,40.0,10.0,0.0,0.0,40.0,0.0,10.0,20.0,20.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,20.0,80.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,20.0,20.0
83,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,-207360.0,10.0,20.0,0.0,0.0,40.0,0.0,40.0,20.0,40.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,10.0,10.0,20.0,0.0,10.0,20.0,0.0,20.0,10.0,0.0,40.0,10.0
84,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,-414720.0,20.0,10.0,0.0,0.0,20.0,0.0,10.0,40.0,10.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,10.0,10.0,10.0,0.0,20.0,20.0,0.0,20.0,10.0,0.0,10.0,10.0
85,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,20.0,0.0,20.0,10.0,10.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,10.0,20.0,0.0,40.0,20.0,0.0,10.0,20.0,0.0,20.0,20.0
86,0.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,10.0,0.0,0.0,40.0,0.0,10.0,20.0,20.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,40.0,20.0
87,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,20.0,0.0,0.0,10.0,0.0,20.0,10.0,20.0,10.0,0.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,40.0,10.0,0.0,10.0,20.0,0.0,10.0,20.0,0.0,10.0,10.0
88,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,10.0,20.0,40.0,0.0,0.0,10.0,0.0,10.0,20.0,20.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,10.0,20.0,0.0,10.0,10.0,0.0,10.0,40.0,0.0,20.0,10.0
89,0.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,40.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,40.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,20.0,10.0,0.0,10.0,10.0,0.0,10.0,20.0,0.0,20.0,10.0
90,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,40.0,10.0,10.0,0.0,0.0,10.0,0.0,20.0,20.0,10.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,10.0,20.0,0.0,40.0,10.0,0.0,10.0,20.0,0.0,10.0,20.0
91,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,20.0,10.0,0.0,10.0,20.0,0.0,20.0,40.0,0.0,40.0,10.0
92,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,20.0,0.0,0.0,10.0,0.0,20.0,10.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,20.0,0.0,20.0,40.0,0.0,40.0,20.0,0.0,10.0,10.0
93,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,20.0,20.0,10.0,0.0,0.0,40.0,0.0,10.0,20.0,20.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,20.0,40.0,0.0,40.0,10.0,0.0,10.0,10.0,0.0,10.0,20.0
94,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,0.0,10.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,0.0,10.0,20.0,10.0,0.0,0.0,10.0,0.0,20.0,10.0,40.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,20.0,20.0,0.0,10.0,10.0
95,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,80.0,0.0,0.0,10.0,10.0,20.0,0.0,0.0,20.0,0.0,10.0,10.0,10.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,20.0,40.0,0.0,10.0,40.0,0.0,10.0,40.0,0.0,20.0,10.0
96,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,20.0,10.0,40.0,0.0,0.0,40.0,0.0,10.0,10.0,10.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,40.0,10.0,0.0,20.0,40.0,0.0,10.0,10.0,0.0,40.0,10.0
97,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,40.0,10.0,10.0,0.0,0.0,10.0,0.0,40.0,20.0,10.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,40.0,40.0,0.0,10.0,10.0,0.0,40.0,20.0,0.0,10.0,10.0
98,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,10.0,0.0,20.0,10.0,0.0,40.0,10.0,0.0,10.0,10.0
99,0.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,20.0,40.0,20.0,0.0,0.0,10.0,0.0,10.0,20.0,20.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,20.0,0.0,10.0,20.0,0.0,10.0,10.0,0.0,10.0,10.0
