,data_0x,data_3x,data_5x,data_10x
1,45,0.0,0.0,0.0
2,0,83.0,0.0,0.0
3,38,0.0,0.0,0.0
4,34,0.0,0.0,0.0
5,5,0.0,0.0,0.0
6,64,0.0,0.0,0.0
7,21,0.0,0.0,0.0
8,3,0.0,0.0,0.0
9,100,0.0,0.0,0.0
10,49,0.0,0.0,0.0
11,13,0.0,0.0,0.0
12,74,0.0,0.0,0.0
13,0,34.0,92.0,0.0
14,96,47.0,0.0,0.0
15,16,0.0,0.0,0.0
16,0,47.0,0.0,0.0
17,0,0.0,0.0,0.0
18,3,0.0,0.0,0.0
19,8,0.0,0.0,0.0
20,0,46.0,0.0,0.0
21,14,0.0,0.0,0.0
22,11,0.0,0.0,0.0
23,3,0.0,0.0,0.0
24,95,0.0,0.0,0.0
25,18,0.0,0.0,0.0
26,12,0.0,0.0,0.0
27,82,0.0,0.0,0.0
28,0,41.0,0.0,0.0
29,8,0.0,0.0,0.0
30,21,0.0,0.0,0.0
31,100,85.0,0.0,0.0
32,12,0.0,0.0,0.0
33,33,0.0,0.0,0.0
34,0,44.0,0.0,0.0
35,0,62.0,0.0,0.0
36,9,0.0,0.0,0.0
37,16,0.0,0.0,0.0
38,0,88.0,0.0,0.0
39,0,47.0,95.0,0.0
40,27,0.0,0.0,0.0
41,29,0.0,0.0,0.0
42,17,0.0,0.0,0.0
43,11,0.0,0.0,0.0
44,55,31.0,0.0,0.0
45,81,0.0,0.0,0.0
46,35,0.0,0.0,0.0
47,0,45.0,67.0,0.0
48,24,0.0,0.0,0.0
49,89,0.0,0.0,0.0
50,0,62.0,0.0,0.0
51,0,0.0,0.0,0.0
52,54,0.0,0.0,0.0
53,46,0.0,0.0,0.0
54,27,0.0,0.0,0.0
55,40,0.0,0.0,0.0
56,6,0.0,0.0,0.0
57,16,0.0,0.0,0.0
58,9,0.0,0.0,0.0
59,7,0.0,0.0,0.0
60,26,0.0,0.0,0.0
61,85,0.0,0.0,0.0
62,0,75.0,0.0,0.0
63,18,0.0,0.0,0.0
64,0,74.0,0.0,0.0
65,9,0.0,0.0,0.0
66,3,0.0,0.0,0.0
67,29,0.0,0.0,0.0
